Director,Actors
Daniel Calparsoro,"Miguel Herrán, Carolina Yuste, Asia Ortega, Luis Tosar"
Jeff Wadlow,"Kevin James, Kim Coates, Maurice Compte, Zulay Henao"
,"Finn Wolfhard, Gina Rodriguez, Liam O'Brien, Abby Trott"
Wanuri Kahiu,"Luke Wilson, Lili Reinhart, Nia Long, Andrea Savage"
,"Chai Hansen, Luciane Buchanan, Josh Thomson, Emilie Cocquerel"
Bo Burnham Christopher Storer,Bo Burnham
Sujoy Ghosh,"Vidya Balan, Parambrata Chattopadhyay, Indraneil Sengupta, Nawazuddin Siddiqui"
Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson"
Kristine Stolakis,
,"Vanda Chaloupková, Hana Baronová, Vojtech Hýzdal, Janek Gregor"
,"Gary Cole, David Harbour, Patti Harrison, Sean Hayes"
Claire Scanlon,"Ellie Kemper, Tituss Burgess, Carol Kane, Jane Krakowski"
Nicholas Jarecki,"Richard Gere, Susan Sarandon, Brit Marling, Tim Roth"
,"Tanya Maniktala, Ishaan Khattar, Mahira Kakkar, Danesh Razvi"
,"Sorcha Groundsell, Percelle Ascott, Guy Pearce, Jóhannes Haukur Jóhannesson"
David Koepp,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy"
,"Unax Ugalde, Olivia Molina, Eleonora Wexler, Abel Folk"
,"Anders Holm, Fortune Feimster, Andy Favreau, Josie Totah"
Lauren Miller Rogen,"Kristen Bell, Danielle Davenport, Kimiko Glenn, Wynter Kullman"
,"Fran Lebowitz, Martin Scorsese, Michael Alexis Palmer, Alec Baldwin"
,"Beren Saat, Kivanç Tatlitug, Nebahat Çehre, Hazal Kaya"
Edoardo Ponti,"Sophia Loren, Ibrahima Gueye, Renato Carpentieri, Iosif Diego Pirvu"
Lars Damoiseaux,"Maaike Neuville, Bart Hollanders, Benjamin Ramon, Clara Cleymans"
,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy"
J.J. Perry,"Steve Howey, Jamie Foxx, Scott Adkins, Dave Franco"
Adam Leon,"Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia"
,"Patrick Ridremont, Constance Gay, Tom Audenaert, Roda Fawaz"
,"Naomi Higgins, Olivia Junkeer, Wil King, Lawrence Leung"
Gorô Miyazaki,"Timothy Dalton, Willem Dafoe, Mariska Hargitay, Jun'ichi Okada"
Chiaki Kon,"Kotono Mitsuishi, Stephanie Sheh, Kate Higgins, Cristina Valenzuela"
Takashi Shimizu,"Gô Ayano, Edward Bosco, Amber Lee Connors, Lucien Dodge"
Christopher Landon,"David Harbour, Jennifer Coolidge, Anthony Mackie, Tig Notaro"
John Curran,"Naomi Watts, Edward Norton, Liev Schreiber, Catherine An"
Harry Bradbeer,"Millie Bobby Brown, Henry Cavill"
Brad Anderson,"Jon Hamm, Jay Potter, Khalid Benchagra, Ania Josse"
Ildikó Enyedi,"Alexandra Borbély, Géza Morcsányi, Réka Tenki, Zoltán Schneider"
Perry Lang,"David Strathairn, Brenton Thwaites, Yael Grobglas, Charlbi Dean"
Hernán Belón,"Leonardo Sbaraglia, Eva De Dominici, Érica Bianchi, Osmar Núñez"
,"Diego Boneta, Gabriel Nuncio, César Bordón, Cesar Santana"
,"Amit Sial, Dibyendu Bhattacharya, Aksha Pardasany, Sparsh Srivastav"
Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra"
Fouad Mikati,"Rosamund Pike, Shiloh Fernandez, Nick Nolte, Camryn Manheim"
,"Na'ku'set Gould, Amanda Arcuri, Sara Waisglass, Ehren Kassam"
,"Jake Johnson, Ron Funches, Cleo King, Natasha Leggero"
,"Lee Min-Ho, Park Shin-Hye, Woo-bin Kim, Kim Ji-Won"
Jayme Monjardim Luca Bueno,"César Troncoso, Dan Stulbach, Dani Antunes, Nelson Baskeville"
Trish Sie,"Tom Ellis, Gina Rodriguez, Damon Wayans Jr., Joel Courtney"
Patricia Rozema,"Elliot Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie"
,"Phil Rosenthal, Monica Horan, Judy Gold, Julia Reed"
Kelly Asbury,"Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer"
Jeremy Rush,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham"
Nancy Leopardi,"Caleb Ruminer, Amanda Detmer, Dina Meyer, Brian Thomas Smith"
Orson Welles,"John Huston, Oja Kodar, Peter Bogdanovich, Susan Strasberg"
,"Russell Peters, Anupam Kher, Christina Cole, Mishqah Parthiephal"
,"Cayetana Guillén Cuervo, Juan Gea, Francesca Piñón, Jaime Blanch"
,"DeWanda Wise, Anthony Ramos, Lyriq Bent, Cleo Anthony"
,"Britt Robertson, Ellie Reed, Johnny Simmons, Alphonso McAuley"
Joachim Rønning Espen Sandberg,"Pål Sverre Hagen, Anders Baasmo Christiansen, Gustaf Skarsgård, Odd-Magnus Williamson"
Kevin R. Adams Joe Ksander Ricardo Curtis,"John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña"
,"Brandy Norwood, William Allen Young, Marcus T. Paulk, Lamont Bentley"
,"Josh Duhamel, Bokeem Woodbine, Wavyy Jonez, Marcc Rose"
Anne Sewitsky,"Ine Marie Wilmann, Simon J. Berger, Anneke von der Lippe, Silje Storstein"
,"Tia Lynn Ballard, Matt Shipman, AmaLee, Patrick Seitz"
Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Arash Marandi"
,"Haruka Chisuga, Meg McClain, Dallas Reid, Derick Snow"
Fred Zinnemann,"Paul Scofield, Wendy Hiller, Robert Shaw, Leo McKern"
,Jenna Ortega
,"In-hwan Park, Song Kang, Moon-hee Na, Hong Seung-hee"
,"Marilou Aussilloux, Coline Beal, Amir El Kacem, Lionel Erdogan"
Johan Renck,"Adam Sandler, Carey Mulligan, Paul Dano, Isabella Rossellini"
Kaare Andrews,"Chad Michael Collins, Sayaka Akimoto, Tom Berenger, Ryan Robbins"
,"Kevin McCloud, Jeremy Till, Robert Gaukroger, Deborah Sheridan-Taylor"
William Nicholson,"Annette Bening, Bill Nighy, Josh O'Connor, Aiysha Hart"
Craig Gillespie,"Jon Hamm, Aasif Mandvi, Alan Arkin, Suraj Sharma"
,"Si-wan Yim, Shin Se-Kyung, Sooyoung Choi, Tae-oh Kang"
Josh Lowell Peter Mortimer,"John Branch, Tommy Caldwell, Kevin Jorgeson"
,"Veerle Baetens, Stijn Van Opstal, Jeroen Perceval, Gene Bervoets"
,"Trey Borzillieri, Jerry Clark, Jason Wick, Lamont King"
Craig Johnson,"Michael Abela, Brendan Archer, Joshua Barragan, Kai Wes"
,"Zac Efron, Darin Olien, Carmen Yulín Cruz, Anna Kendrick"
,"Lan Qin, Dylan Wang, Pan Hong, Bao Wen Jin"
Anthony Mann,"James Stewart, Shelley Winters, Dan Duryea, Stephen McNally"
Jalmari Helander,"Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber"
Isabel Coixet,"Emily Mortimer, Bill Nighy, Hunter Tremayne, Honor Kneafsey"
Drake Doremus,"Ewan McGregor, Léa Seydoux, Theo James, Rashida Jones"
Alistair Legrand,"Vinessa Shaw, Kevin Rahm, India Eisley, Aaron Stanford"
Jim Gillespie,"Sylvester Stallone, Charles S. Dutton, Polly Walker, Kris Kristofferson"
,"Salsabiela A., Joanna Arida, Yara Mustafa, Rakeen Saad"
Ritesh Batra,"Robert Redford, Jane Fonda, Matthias Schoenaerts, Iain Armitage"
,"Donald Ian Black, Mark Bellomo, David Vonner, Kirk Bozigian"
Rodrigo Cortés,"AnnaSophia Robb, Uma Thurman, Isabelle Fuhrman, Victoria Moroles"
Teddy Chan,"Henry Lau, Peter Ho, Chenhan Lin, Luxia Jiang"
Gil Kenan,"Kristen Wiig, Maggie Smith, Michiel Huisman, Stephen Merchant"
,"Spencer Rothbell, Katie Crown, Tom Kenny, Sean Giambrone"
Chris Smith,"Billy McFarland, Jason Bell, Gabrielle Bluestone, Shiyuan Deng"
Álex de la Iglesia,"Blanca Suárez, Mario Casas, Carmen Machi, Secun de la Rosa"
,"John Goodman, Michaela Coel, Noma Dumezweni, Lucian Msamati"
,"Octavia Spencer, Tiffany Haddish, Carmen Ejogo, Kevin Carroll"
Amar Kaushik,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi, Aparshakti Khurana"
Al Campbell Alice Mathias,"Samuel L. Jackson, Hugh Grant, Lisa Kudrow, Kumail Nanjiani"
,"Jun Gong, Zhehan Zhang, Ye Zhou, Wenyuan Ma"
,"Lee Na-Young, Lee Jong-Suk, Jeong Eu-Gene, Wi Ha-Joon"
,"Michael Douglas, Adam Devine, Ilana Glazer, Diane Keaton"
Amma Asante,"David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport"
E.L. Katz,"Nikolaj Coster-Waldau, Robert Forster, Jacki Weaver, Molly Parker"
,"Addison Holley, Kyle Breitkopf, Juan Luis Bonilla, Brianna Daguanno"
Ernie Barbarash,"Rob Lowe, Kristin Davis, Fezile Mpela, John Owen Lowe"
,"Rica Matsumoto, Ikue Ôtani, Daiki Yamashita, Kana Hanazawa"
,"Luca Lionello, Federico Russo, Margherita Morchio, Anna Ferzetti"
Céline Sciamma,"Pauline Acquart, Louise Blachère, Adèle Haenel, Warren Jacquin"
,"Luis Ernesto Franco, Samadhi Zendejas, Eduardo Yáñez, Barbie Casillas"
Mike Rohl,"John Jack, Vanessa Hudgens, Sam Palladio, Mark Fleischmann"
Renny Harlin,"Jackie Chan, Johnny Knoxville, Bingbing Fan, Eric Tsang"
Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson"
Takashi Shimizu,"Leslie Bibb, Ryan Kwanten, Amy Smart, Jamie Chung"
Isabel Coixet,"Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas"
Yoon Sunghyun,"Lee Jehoon, Jae-hong Ahn, Woo-sik Choi, Jeong Min Park"
,"Martin Clunes, Caroline Quentin, Leslie Ash, Neil Morrissey"
Guillaume Pierret,"Alban Lenoir, Nicolas Duvauchelle, Ramzy Bedia, Stéfi Celma"
Wei-Hao Cheng,"Chen Chang, Janine Chun-Ning Chang, Anke Sun, Christopher Ming-Shun Lee"
Mong-Hong Chung,"Chien-Ho Wu, Yi-wen Chen, Samantha Shu-Chin Ko, Kuan-Ting Liu"
Ji Zhao,"Nicole Fong, Victoria Grace, Jason Ko, Dashiell McGaha-Schletter"
,"Tainá Müller, Camila Morgado, Eduardo Moscovis, Antônio Grassi"
,"Tim Marcia, Amy Price, Josh Dean, Greg Kading"
Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Jillian Bell, Lizzy Caplan"
Henrik Martin Dahlsbakken,"Andrea Bræin Hovig, Tarjei Sandvik Moe, Carsten Bjørnlund, Anneke von der Lippe"
Judd Apatow,"Karen Gillan, Pedro Pascal, Keegan-Michael Key, Leslie Mann"
,"Kim Adis, Bethany Antonia, Jessica Alexander, Mia McKenna-Bruce"
,"Ozan Güven, Serenay Sarikaya, Mehmet Günsür, Berrak Tüzünataç"
Michael Dowse,"Ed Helms, Taraji P. Henson, Terrence Little Gardenhigh, Betty Gilpin"
,"Kim Hee-ae, Park Hae-joon, So-hee Han, Kim Young-min"
Tim Hunter,"Nicolas Cage, Robin Tunney, Marc Blucas, Ernie Lively"
Jesse V. Johnson,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Tony Todd"
Lynn Shelton,"Keira Knightley, Chloë Grace Moretz, Sam Rockwell, Mark Webber"
,"Shirô Saitô, Mary Elizabeth McGlynn, William Frederick Knight, Richard Epcar"
Michael Brandt,"Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan"
Bo Burnham Christopher Storer,Bo Burnham
Patricio Valladares,"Jason London, Robert Englund, Gianni Capaldi, Lorina Kamburova"
Oz Perkins,"Ruth Wilson, Paula Prentiss, Bob Balaban, Lucy Boynton"
,"Matthew David Rudd, Johnny Yong Bosch, Chris Hackney, Cherami Leigh"
,"Matt Taibbi, Alex Gibney, Anabel Hernández, Fahmi Quadir"
,"Tom Vaughan-Lawlor, Killian Scott, Aoibhinn McGinnity, Charlie Murphy"
Eduardo Casanova,"Ana Polvorosa, Carmen Machi, Macarena Gómez, Candela Peña"
Mohit Suri,"Aditya Roy Kapoor, Anil Kapoor, Disha Patani, Kunal Khemu"
,"Hae-soo Park, Jung Kyung-ho, Krystal Jung, Kyoo-hyung Lee"
,"Dolly Parton, Delta Burke, Julianne Hough, Melissa Leo"
Can Ulkay,"Çagatay Ulusoy, Emir Ali Dogrul, Ersin Arici, Turgay Tanülkü"
Peter Landesman,"Liam Neeson, Diane Lane, Marton Csokas, Tony Goldwyn"
Stéphane Rybojad,"Diane Kruger, Djimon Hounsou, Benoît Magimel, Denis Ménochet"
Deran Sarafian,"Jean-Claude Van Damme, Robert Guillaume, Cynthia Gibb, George Dickerson"
,"Marika Kôno, Kentarô Itô, Kyôko Hikami, Tarusuke Shingaki"
Peter Hyams,"Jesse Metcalfe, Amber Tamblyn, Michael Douglas, Joel David Moore"
,"Robert Wieckiewicz, Maciej Musial, Michalina Olszanska, Andrzej Chyra"
,"Kôji Yusa, Akiko Yajima, Rachel Hirschfeld, Liam O'Brien"
,"Matteo Simoni, Stef Aerts, Jeroen Perceval, Dirk Roofthooft"
Ludovico Di Martino,"Fabrizio Gifuni, Lino Musella, Monica Piseddu, Andrea Pennacchi"
,"Bojesse Christopher, Grégoire Colin, Nicolas Duvauchelle, Guillaume Gouix"
Jennifer Morrison,"Jennifer Morrison, J.R. Ramirez, Melissa Benoist, Allison Janney"
,"Kandi Burruss, Cynthia Bailey, NeNe Leakes, Kenya Moore"
,"Park Shin-Hye, Hyun Bin, Jin-Woong Min, Park Hoon"
Jon Clay,"David Attenborough, Elena Bennett, Jason Box, Terry Hughes"
,"John Boockvar, David Langer, Amanda Little-Richardson, Mirtha Macri"
Sam Esmail,"Denzel Washington, Julia Roberts"
Hannah Fidell,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard"
,"Rashida Jones, Kenya Barris, Iman Benson, Genneya Walton"
Anvita Dutt,"Tripti Dimri, Avinash Tiwary, Rahul Bose, Parambrata Chattopadhyay"
,"Lee Tockar, Sam Vincent, Andrew Francis, Shannon Chan-Kent"
Sngmoo Lee,"Jang Dong-Gun, Kate Bosworth, Geoffrey Rush, Danny Huston"
,"William Shewfelt, Nico Greetham, Zoë Robins, Peter Adrian Sudarso"
,"Jo Jae-yoon, Ho-jin Chun, Tae-goo Eom, Esom"
,"Mayo Suzukaze, Junko Iwao, Nozomu Sasaki, Masami Suzuki"
,"Stephen Michaud, Bob Keppel, Kathleen McChesney, Ward Lucas"
Anthony C. Ferrante,"Ian Ziering, Tara Reid, Masiela Lusha, Cody Linley"
,"Luis Gerónimo Abreu, Carlos Aguilar, Nohely Arteaga, Amparo Conde"
,"Victoria Diamond, William Romain, Jaiden Cannatelli, Lukas Engel"
Caradog W. James,"Toby Stephens, Caity Lotz, Denis Lawson, Sam Hazeldine"
,"Peyton List, Riley Smith, Devin Kelley, Mekhi Phifer"
,"Si-wan Yim, Lee Dong-Wook, Rae-Hyung Cha, Lee Jeong-eun"
Brie Larson,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford"
Alice Rohrwacher,"Adriano Tardiolo, Agnese Graziani, Alba Rohrwacher, Luca Chikovani"
,"Lee Seung-gi, Seung-Won Cha, Yeon-Seo Oh, Hong-ki Lee"
Jesse V. Johnson,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Marina Sirtis"
,"Masaya Onosaka, Hiromi Tsuru, Satsuki Yukino, Johnny Yong Bosch"
,
Jennifer Kaytin Robinson,"Camila Mendes, Maya Hawke, Rish Shah, Talia Ryder"
Hong Khaou,"Henry Golding, William Do, David Tran, Lam Anh Dao"
Álvaro Brechner,"Antonio de la Torre, Chino Darín, Alfonso Tort, César Troncoso"
,"Alicia von Rittberg, Mala Emde, Nina Gummich, Maximilian Meyer-Bretschneider"
,"Vachirawit Chivaaree, Metawin Opas-Iamkajorn, Chinnarat Siriphongchawalit, Sivakorn Lertchoochot"
,"Antonia Fotaras, Giorgio Belli, Gloria Carovana, Giandomenico Cupaiuolo"
Alain Desrochers,"Antonio Banderas, Ben Kingsley, Liam McIntyre, Cung Le"
Tyler Perry,"Tyler Perry, Gabrielle Dennis, Brendan O'Carroll, Cassi Davis"
,"Billy Honsal, Braden Brawner, Mike Downey, John Gordon"
,"Daniel Grao, Carolina Lapausa, Melani Olivares, Fernando Solórzano"
Woo-Ping Yuen,"Jackie Chan, Siu-Tin Yuen, Jang-Lee Hwang, Dean Shek"
Patrick Brice,"Sarah Dugdale, Kayla Heller, Sydney Park, Théodore Pellerin"
,"James McAvoy, Nicholas Hoult, John Boyega, Ben Kingsley"
Joe Johnston,
David Wnendt,"Oliver Masucci, Thomas M. Köppl, Marc-Marvin Israel, David Gebigke"
Clay Kaytis,"Kurt Russell, Darby Camp, Judah Lewis, Oliver Hudson"
,"Shelley Murphy, Anne Hawley, Dick Ellis, Martin Leppo"
Joko Anwar,"Abimana Aryasatya, Tara Basro, Bront Palarae, Ario Bayu"
,"Rebecca Forstadt, Megan Hollingshead, John Snyder, Sôichirô Hoshi"
Matt Charman,"Halle Berry, Molly Parker, Omari Hardwick, John Ortiz"
,"Jas Patrick, Ronny Chieng, Jake Green, Aleks Le"
,"William Guirola, Wyatt Hinz, Rodrigo Alfonso, David Alvarado"
,"Yûichi Nakamura, Saori Hayami, Yumi Uchiyama, Kana Hanazawa"
Ross Venokur,"Demi Lovato, Wilmer Valderrama, Sia, Nia Vardalos"
Adam Randall,"Bill Milner, Maisie Williams, Miranda Richardson, Rory Kinnear"
Alastair Fothergill Jonathan Hughes Keith Scholey,"David Attenborough, Max Hughes"
,
Jessy Terrero,"50 Cent, Robert De Niro, Forest Whitaker, Malcolm Goodwin"
Jong-woo Park,"Daekyum Ahn, Do-bin Baek, Seung-Hoon Choi, Sung-Wook Eo"
,"Hiroaki Hirata, Hiroki Touchi, Asami Seto, Johnny Yong Bosch"
Mark Raso,"Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant"
,"Shiri Appleby, Kristoffer Polaha, Britt Robertson, Kerr Smith"
,"Michael Reiter, Annie Farmer, Shawna Rivera, Alan Dershowitz"
,"Luis Tosar, Marta Belmonte, Guillermo Toledo, Carlos Blanco"
,"Yang Se-Jong, Woo Do-Hwan, Jang Hyuk, Seol-Hyun Kim"
Justin Kelly,"Garrett Clayton, Christian Slater, Molly Ringwald, James Kelley"
,"Natsuki Deguchi, Eito Kawahara, Mahiru Konno, Rie Minemura"
Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea"
Peter Sullivan,"Nia Long, Omar Epps, Stephen Bishop, Aubrey Cleland"
Scott Cooper,"Christian Bale, Harry Melling"
Mamoru Hosoda,"Rebecca Hall, Daniel Dae Kim, John Cho, Crispin Freeman"
John Andreas Andersen,"Kristoffer Joner, Ane Dahl Torp, Edith Haagenrud-Sande, Kathrine Thorborg Johansen"
Joe Swanberg,"Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston"
Max Adams,"Bruce Willis, Mark-Paul Gosselaar, Claire Forlani, Jenna B. Kelly"
Kae-Byeok Lee,"Jacky Jung, Krystal Jung, Jang Ki-Yong, Chae Soo-bin"
Sara Colangelo,"Stanley Tucci, Michael Keaton, Amy Ryan, Laura Benanti"
Lodewijk Crijns,"Jeroen Spitzenberger, Anniek Pheifer, Roosmarijn van der Hoek, Liz Vergeer"
Weiran Li,"Kun Chen, Xun Zhou, William Wai-Ting Chan, Chuxiao Qu"
Ariel Vromen,"Toby Kebbell, Ori Pfeffer, Hannah Ware, Marwan Kenzari"
Jérémy Clapin,"Hakim Faris, Victoire Du Bois, Patrick d'Assumçao, Alfonso Arfi"
Christian Schwochow,"Jessica Brown Findlay, Jeremy Irons, George MacKay, Alex Jennings"
Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio"
,"Park Bo-Gum, So-dam Park, Woo-Seok Byeon, Shin Dong-mi"
,"Rorrie D. Travis, Jasmeet Baduwalia, Jacqueline Scislowski, Abraham Rodriguez"
Esteban Crespo,"Raúl Arévalo, Paulina García, Candela Peña, Claude Musungayi"
Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Tabu, Jayaram"
,"Ross Bagdasarian Jr., Janice Karman, Vanessa Bagdasarian, Bettina Kenney"
,"Radhika Apte, Manav Kaul, Rohit Pathak, Ratnabali Bhattacharjee"
Bradley Cooper,"Bradley Cooper, Carey Mulligan, Jeremy Strong"
Rod Blackhurst Brian McGinn,"Amanda Knox, Meredith Kercher, Raffaele Sollecito, Giuliano Mignini"
,"Matt Lucas, David Walliams, Tom Baker, Paul Putner"
,"Hiro Kanagawa, Hayate Masao, Darren Ashmore, Michael Auslin"
Lukasz Kosmicki,"Bill Pullman, Lotte Verbeek, James Bloor, Robert Wieckiewicz"
,"Alan Whitehouse, Keith Hellawell, Andrew Laptew, Christa Ackroyd"
,"Sung Hoon, Lee Ga-Ryeong, Tae-gon Lee, Joo-mi Park"
Thomas Sieben,"Max von der Groeben, Jella Haase, Clemens Schick, Jarrod Pistilli"
,"Peri Baumeister, Gia Bay, Sahin Eryilmaz, Edin Hasanovic"
John Lee,"Paul Reubens, Jordan Black, Doug Cox, Linda Porter"
,"Ji Chang-Wook, Kim Ji-Won, Kim Min-Suk, Joo-yeon So"
,"Seo Jun Park, Kim Ji-Won, Jae-hong Ahn, Song Ha-Yoon"
,"Choi Jin-Hyuk, Hie-bong Jo, Hyun-min Yoon, Kang Ki-Young"
,"Anna Chlumsky, Laverne Cox, Alexis Floyd, Julia Garner"
Brent Dawes,"David Menkin, David Rintoul, Gavin Peter, Florrie Wilkinson"
,"Katherine Ryan, Rory Keenan, Katy Byrne, Steen Raskopoulos"
Richard da Costa Alex Parkinson,"Duncan Allcock, Duncan Allcock, Kjetil Ove Alvestad, Stuart Anderson"
Vicente Villanueva,"Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero"
Puneet Khanna,"Yami Gautam, Vikrant Massey, Ayesha Raza, Rajiv Gupta"
Hyuk Byun,"Park Hae-il, Soo Ae, Kim Gyu-Sun, Lee Jin-Wook"
Skye Borgman,"Jan Broberg, Bob Broberg, Mary Ann Broberg, Susan Broberg"
Nora Fingscheidt,"Sandra Bullock, Vincent D'Onofrio, Jon Bernthal, Viola Davis"
,"Constance Nunes, Shawn Pilot, Michael 'Caveman' Pyle, Tony Quinones"
,"Jon Favreau, Roy Choi, Aaron Franklin, Andrew Rea"
Mar Targarona,"Mario Casas, Richard van Weyden, Alain Hernández, Adrià Salazar"
Ryan Bellgardt,"Ryan Merriman, Perrey Reeves, Adam Hampton, Katie Burgess"
Alex Lehmann,"Mark Duplass, Sarah Paulson, Clu Gulager, James Andrews"
,"Billy Burke, Andie MacDowell, Margaret Qualley, Nick Robinson"
,"Alexander Armstrong, Jasmine Bartholomew, Alfie Sanderson, Poppie Boyes"
Hanns-Bruno Kammertöns Vanessa Nöcker Michael Wech,Michael Schumacher
,"Erinn Hayes, Rob Huebel, Tom Wright, Sarayu Blue"
,"Laila Lockhart Kraner, Tucker Chandler, Juliet Donenfeld, Sainty Nelsen"
,"Greg Ayres, Kana Hanazawa, Romi Pak, Monica Rial"
Ian Edelman,"Harrison Holzer, Kyle, Jordan Rock, Robbie Dema"
Dianna Agron Peter Chelsom Claus Clausen Fernando Eimbcke Justin Franklin Dennis Gansel Dani Levy Daniel Lwowski Stephanie Martin Josef Rusnak Til Schweiger Massy Tadjedin Gabriela Tscherniak,"Keira Knightley, Helen Mirren, Luke Wilson, Jim Sturgess"
,"Aoi Yûki, Chiwa Saitô, Emiri Kato, Christine Marie Cabanos"
Jee-woon Kim,"Dong-won Gang, Han Hyo-joo, Jung Woo-sung, Yeri Han"
Chia-Liang Liu Jackie Chan,"Jackie Chan, Ho-Sung Pak, Lung Ti, Anita Mui"
,"Hyeon-jin Seo, Dong-wook Kim, Bak Yoon, Gyu-ri Nam"
Domenico Emanuele de Feudis,"Riccardo Scamarcio, Mía Maestro, Giulia Patrignani, Mariella Lo Sardo"
Shinsuke Sato,"Sôta Fukushi, Hana Sugisaki, Ryô Yoshizawa, Erina Mano"
,"Daisuke Ono, Ayumu Murase, Ryohei Kimura, Saori Hayami"
,"Kathrine Thorborg Johansen, Elias Holmen Sørensen, André Sørum, Kim Fairchild"
Doug Lefler,"Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan"
Don Bluth Gary Goldman,"Jodi Benson, Gary Imhoff, Gino Conforti, Barbara Cook"
Ryan Crego,"Michael J. Woodard, Ryan Crego, Dee Bradley Baker, Annie Potts"
Sion Sono,"Reina Triendl, Mariko Shinoda, Erina Mano, Yuki Sakurai"
,"Pat Sajak, Vanna White, Charlie O'Donnell, Jim Thornton"
,"Al Sharpton, Frank Amedure Jr., Patti Blagojevich, Kadiatou Diallo"
Henry Selick,"Jordan Peele, Keegan-Michael Key"
Andrew Lau Alan Mak Ralph Rieckermann,"Jay Chou, Anthony Chau-Sang Wong, Edison Chen, Shawn Yue"
,"Haluk Bilginer, Nur Sürer, Ali Atay, Okan Yalabik"
,"Ibrahim Al Hajjaj, Yousef Aldakheel, Abdulaziz Alshehri, Faris Godus"
John Madden,"Colin Firth, Matthew Macfadyen, Kelly Macdonald, Penelope Wilton"
S.S. Wilson,"Fred Ward, Chris Gartin, Helen Shaver, Michael Gross"
Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow"
,"Kiefer Sutherland, David Mazouz, Gugu Mbatha-Raw, Lukas Haas"
Barbara Bialowas,"Michele Morrone, Anna Maria Sieklucka, Magdalena Lamparska, Simone Susinna"
,"Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar"
Lee Toland Krieger,"Rashida Jones, Andy Samberg, Elijah Wood, Emma Roberts"
Peter Landesman,Will Smith
Shaun Paul Piccinino,"Josh Swickard, Casper Van Dien, Lauren Swickard, Christina Moore"
Gina Prince-Bythewood,"Chiwetel Ejiofor, Matthias Schoenaerts, Marwan Kenzari, KiKi Layne"
Andrew Dominik,Tom Hardy
Jeff Bleckner,"Alexis Bledel, Zachary Levi, Merritt Wever, Barry Shabaka Henley"
,"Luc De Ruelle, Maaike Neuville, Tom Vermeir, Peter Gorissen"
Isao Takahata,"Shinchô Kokontei, Makoto Nonomura, Yuriko Ishida, Norihei Miki"
,"Elçin Sangu, Kerem Bürsin, Birkan Sokullu, Selma Ergeç"
Cristina Jacob,"Basil Eidenbenz, Aggy K. Adams, Holly Horne, Andromeda Godfrey"
,"Viet Anh Do, Marta Nieradkiewicz, Bartlomiej Topa, Magdalena Czerwinska"
,"Il-Woo Jung, Ahn Jae-Hyun, So-dam Park, Jung Shin Lee"
Michael Hoffman,"Kevin Spacey, Michael Stuhlbarg, Douglas Booth, Freya Mavor"
,"Jay Baruchel, Christopher Mintz-Plasse, T.J. Miller, America Ferrera"
,"Tobias Santelmann, Ellen Dorrit Petersen, Benjamin Helstad, Eivind Sander"
Bryce Wagoner,"Amber Lynn, Asia Carrera, Bobby Slayton, Crissy Moran"
Madonne Ashwin,"Yogi Babu, Sheela Rajkumar, Sangili Murugan, G.M. Sundar"
